DataHora;Copo;Cidade;Entrega;Pagamento;Acomp1;Acomp2;Acomp3;Cobertura;IdPedido
2023-02-02 17:33:10;1;12;1;3;6;6;2;7;8658
2021-02-25 17:31:11;2;3;1;3;11;5;5;7;8659
2023-07-23 13:37:10;4;8;1;4;3;8;6;4;8660
2022-02-07 09:43:22;1;7;2;1;9;11;4;4;8661
2020-04-11 20:47:29;3;1;1;2;7;6;3;4;8662
2023-03-31 18:43:14;3;13;2;2;4;8;1;10;8663
2023-05-29 12:26:27;2;13;1;2;8;8;4;4;8664
2020-06-04 18:51:49;3;8;2;3;4;8;4;8;8665
2022-07-18 17:52:00;1;10;2;2;11;4;2;9;8666
2021-04-15 17:44:57;5;1;2;4;9;4;1;3;8667
2020-02-06 11:53:00;3;5;1;1;10;5;11;9;8668
2023-03-26 16:45:40;2;9;2;2;9;7;8;4;8669
2020-09-07 12:21:53;4;17;1;2;7;1;1;5;8670
2022-03-07 10:42:48;1;7;1;2;3;3;2;2;8671
2020-07-13 10:05:03;5;16;1;3;6;7;6;1;8672
2023-05-13 19:37:10;1;6;1;4;1;4;1;8;8673
2020-10-21 11:05:14;3;12;2;1;5;1;11;4;8674
2022-05-13 14:50:30;1;5;2;4;1;4;8;4;8675
2022-03-02 13:41:45;4;3;1;2;10;9;8;7;8676
2020-07-01 17:10:14;1;2;1;2;9;9;6;9;8677
2020-08-03 12:44:25;5;9;2;2;2;9;9;5;8678
2021-08-16 20:33:40;5;17;1;2;3;10;5;5;8679
2021-03-28 10:49:17;5;11;1;2;3;6;9;7;8680
2020-03-20 18:27:20;4;15;1;1;8;10;5;10;8681
2021-08-27 15:03:19;4;12;2;2;7;3;9;8;8682
2022-05-02 20:50:34;5;11;2;4;9;5;2;9;8683
2022-10-30 14:00:50;3;15;1;4;6;4;9;3;8684
2021-11-26 19:12:00;1;17;1;2;6;2;8;1;8685
2023-05-17 09:26:49;2;15;2;2;9;7;2;1;8686
2022-12-22 16:36:51;1;16;1;2;3;10;7;8;8687
2020-09-25 15:46:36;1;16;2;4;11;2;1;10;8688
2020-05-27 10:20:32;1;12;2;1;8;9;9;4;8689
2020-09-23 15:21:01;1;5;2;2;9;1;6;3;8690
2021-02-19 10:37:11;4;17;2;3;3;2;9;5;8691
2023-10-11 16:21:11;2;1;1;4;4;1;5;8;8692
2021-11-27 18:18:00;3;8;1;2;2;7;9;9;8693
2020-08-23 18:08:16;4;8;1;2;11;2;11;1;8694
2022-04-22 12:07:19;1;1;2;1;10;8;5;1;8695
2020-11-20 15:50:34;5;3;1;2;7;5;7;9;8696
2023-04-21 17:03:35;1;9;1;3;9;11;10;6;8697
2023-07-04 16:25:10;4;6;2;4;10;8;1;2;8698
2022-05-03 13:09:17;5;11;2;1;4;11;3;9;8699
2021-03-17 12:49:45;3;14;2;2;8;1;5;5;8700
2023-06-30 12:40:56;1;2;1;4;1;4;10;1;8701
2021-05-01 09:11:09;1;4;2;1;5;5;1;5;8702
2022-12-13 20:05:02;2;15;1;2;7;4;11;10;8703
2021-01-31 18:17:15;5;15;2;1;6;8;5;3;8704
2023-06-26 17:24:20;4;4;1;1;6;4;2;10;8705
2022-07-04 19:16:51;2;13;2;1;4;1;3;2;8706
2022-07-12 09:54:18;1;4;1;3;11;1;2;6;8707
2023-06-20 19:31:22;1;3;2;2;8;11;5;2;8708
2022-12-31 11:28:52;2;15;2;3;4;9;7;2;8709
2023-12-22 18:01:25;5;17;1;3;6;11;1;1;8710
2023-05-26 18:10:04;1;5;2;4;3;10;10;7;8711
2020-03-13 10:41:11;1;14;2;1;11;6;1;9;8712
2021-11-27 14:53:42;2;3;2;3;7;7;5;1;8713
2022-07-17 16:18:12;1;17;2;2;1;6;10;5;8714
2023-02-12 15:32:48;5;6;1;3;3;9;6;8;8715
2023-01-20 18:41:27;1;4;1;1;7;1;7;6;8716
2020-04-26 18:46:55;5;11;2;2;8;8;8;2;8717
2023-10-18 16:16:45;3;12;2;4;11;8;5;1;8718
2021-11-14 09:52:44;2;3;1;4;6;8;8;2;8719
2021-04-15 12:08:12;1;1;1;1;6;7;10;2;8720
2022-10-15 19:15:40;5;10;2;3;8;3;11;9;8721
2021-09-22 13:28:20;3;13;1;1;5;3;11;4;8722
2020-05-01 17:36:17;1;1;2;3;8;5;8;6;8723
2023-02-02 12:16:51;4;3;1;1;7;10;7;3;8724
2020-05-23 18:42:16;2;5;2;1;5;9;9;1;8725
2023-06-18 19:40:30;5;6;2;4;5;4;6;7;8726
2021-12-02 10:30:53;1;15;2;1;5;9;11;8;8727
2022-02-11 09:33:59;4;10;2;4;3;7;5;4;8728
2023-01-04 17:33:14;4;10;2;4;4;4;6;2;8729
2021-03-09 15:00:11;1;17;1;4;7;11;2;4;8730
2023-08-07 18:31:04;2;8;1;4;4;5;4;10;8731
2020-06-16 10:10:29;2;11;1;1;6;9;2;8;8732
2022-12-17 20:43:19;5;15;1;3;6;11;2;10;8733
2023-01-14 20:15:39;3;4;2;3;9;2;6;7;8734
2022-02-10 15:11:58;3;10;2;4;8;6;5;1;8735
2022-02-22 16:58:31;3;5;1;2;7;10;2;1;8736
2020-07-08 16:10:15;4;5;1;3;6;2;9;4;8737
2021-01-31 17:49:37;3;5;2;3;6;3;5;5;8738
2021-04-05 10:15:05;2;17;2;1;2;4;6;7;8739
2022-12-03 13:46:29;1;13;2;4;3;6;1;10;8740
2021-12-31 19:24:15;2;17;2;2;4;9;11;9;8741
2023-02-13 17:08:15;1;8;2;4;7;11;6;7;8742
2023-11-09 12:29:39;2;6;1;2;4;9;7;10;8743
2021-02-18 15:46:14;2;16;2;1;4;11;5;4;8744
2022-05-05 20:16:09;1;5;2;3;3;2;4;5;8745
2020-11-04 19:38:36;5;9;1;2;9;11;4;1;8746
2021-11-05 19:30:38;4;15;1;1;7;1;7;9;8747
2023-08-26 11:53:11;2;10;1;3;1;11;10;3;8748
2023-04-24 13:02:56;2;12;1;3;5;8;11;3;8749
2021-11-02 17:25:16;5;10;1;2;4;1;3;7;8750
2023-03-11 10:04:46;5;12;2;2;9;1;2;10;8751
2020-07-15 20:45:36;4;14;1;1;9;3;11;4;8752
2023-08-04 16:32:03;3;15;2;3;7;8;3;1;8753
2022-11-22 20:23:20;2;12;1;3;9;10;4;10;8754
2022-12-29 14:30:24;4;4;2;1;6;10;1;6;8755
2023-05-05 20:45:28;3;14;1;4;1;10;11;7;8756
2022-04-17 14:44:46;4;9;1;2;9;4;9;7;8757
2023-06-30 13:19:43;1;9;2;2;2;7;5;3;8758
2020-03-04 15:00:16;1;1;2;2;9;4;9;5;8759
2023-11-11 11:58:04;1;16;1;3;1;10;6;10;8760
2022-03-05 16:42:39;5;8;2;4;2;7;8;9;8761
2021-04-27 19:13:55;5;3;1;3;4;7;9;9;8762
2021-04-25 18:44:01;4;16;1;2;10;9;1;1;8763
2021-02-16 10:50:09;3;3;2;3;2;7;3;7;8764
2021-07-12 12:30:53;3;6;2;2;1;5;8;2;8765
2020-08-11 09:37:11;1;15;2;4;4;11;5;5;8766
2020-09-21 16:40:16;5;1;1;2;1;9;10;5;8767
2022-08-08 17:00:36;5;14;1;4;9;3;10;2;8768
2023-12-07 18:49:25;1;1;1;1;8;8;1;2;8769
2020-03-31 19:06:40;1;5;2;1;7;11;3;3;8770
2021-12-22 17:07:19;5;12;2;1;7;5;9;7;8771
2023-11-07 18:09:40;3;11;2;4;3;1;3;4;8772
2022-08-24 18:18:49;5;2;2;4;7;1;4;5;8773
2023-09-27 20:29:52;1;12;2;1;11;1;7;5;8774
2022-12-25 16:40:39;5;9;2;2;2;3;9;10;8775
2020-01-20 09:18:27;2;10;1;3;6;6;6;6;8776
2021-01-27 11:43:58;1;4;2;1;8;7;10;10;8777
2021-10-11 14:10:22;1;9;2;2;7;10;11;7;8778
2023-07-11 20:43:57;4;10;1;4;3;9;5;5;8779
2021-04-04 18:29:28;5;16;1;3;3;5;2;5;8780
2023-07-01 17:26:09;2;5;2;2;4;11;5;1;8781
2022-01-26 14:43:12;1;4;1;3;9;11;7;8;8782
2023-12-26 16:49:22;4;17;1;3;9;7;3;8;8783
2020-01-13 19:38:23;4;2;2;4;11;9;7;3;8784
2023-11-23 16:58:57;3;2;2;2;5;11;6;7;8785
2022-10-01 19:59:16;2;9;2;4;3;6;9;3;8786
2021-01-06 09:40:58;1;3;2;1;9;9;5;9;8787
2022-02-20 19:06:34;4;2;1;4;4;4;9;4;8788
2022-04-03 10:45:45;4;10;2;2;8;3;9;8;8789
2020-05-13 20:06:41;2;3;1;1;9;3;7;7;8790
2022-09-02 15:58:53;5;12;2;3;11;2;2;10;8791
2020-03-12 18:44:42;2;3;2;3;8;8;2;7;8792
2020-01-12 13:01:16;3;8;1;3;11;11;4;1;8793
2020-09-17 10:42:39;4;17;2;4;7;6;3;8;8794
2022-06-10 09:54:17;2;17;2;4;2;4;9;8;8795
2020-09-12 19:14:52;4;2;2;3;3;8;10;8;8796
2021-12-23 15:27:59;5;11;2;1;1;4;1;4;8797
2020-12-16 10:53:43;1;4;2;4;8;2;10;6;8798
2023-03-05 19:09:06;2;1;1;1;1;7;1;6;8799
2020-03-28 10:43:50;2;10;1;4;4;5;8;3;8800
2021-08-22 12:44:28;5;1;1;4;10;1;6;2;8801
2021-11-27 18:42:53;4;5;1;2;10;11;11;2;8802
2022-10-17 17:44:50;5;4;1;1;10;11;4;5;8803
2021-10-05 09:44:35;2;9;2;3;2;8;10;7;8804
2022-07-24 19:27:28;3;14;2;4;9;8;1;8;8805
2021-07-26 15:44:12;5;10;2;2;6;1;2;4;8806
2023-08-13 12:03:47;2;8;1;3;10;10;10;10;8807
2020-09-07 10:09:34;1;17;1;1;7;5;5;1;8808
2020-02-13 20:00:51;3;16;1;3;10;1;4;1;8809
2020-03-25 16:23:21;3;4;2;2;6;8;10;4;8810
2021-08-01 15:56:01;3;6;2;4;10;8;4;4;8811
2021-11-06 15:04:48;5;7;2;2;6;7;3;10;8812
2023-02-21 16:21:14;4;10;2;4;8;11;2;1;8813
2022-09-18 13:01:10;1;1;2;4;6;1;3;5;8814
2023-03-16 21:00:58;1;10;2;4;11;11;3;6;8815
2020-12-13 18:32:05;4;1;2;2;8;6;1;2;8816
2020-05-20 16:10:36;5;2;2;2;2;9;5;10;8817
2020-08-26 10:42:39;2;3;1;1;7;5;1;3;8818
2023-03-23 16:28:46;4;8;2;3;6;9;5;9;8819
2023-07-15 11:00:56;2;5;1;3;8;4;11;10;8820
2021-01-03 10:32:33;4;15;2;2;1;11;5;5;8821
2023-08-30 15:27:05;3;8;1;2;9;8;5;4;8822
2022-05-29 12:00:09;1;17;1;3;5;11;2;2;8823
2020-02-28 18:37:01;2;17;1;2;1;1;10;9;8824
2022-07-31 10:24:25;5;15;1;4;3;4;1;8;8825
2021-01-02 10:19:34;1;7;1;3;6;8;8;6;8826
2020-06-07 15:04:42;4;9;2;1;11;4;5;7;8827
2020-01-07 09:12:20;2;15;2;1;11;6;2;1;8828
2021-07-08 14:21:00;5;4;1;2;9;9;9;1;8829
2020-11-09 17:37:06;1;9;1;3;6;10;6;9;8830
2022-08-22 11:25:13;4;6;1;1;6;6;8;8;8831
2023-07-20 18:18:34;2;8;2;4;7;11;1;5;8832
2021-10-12 18:48:24;1;15;1;2;9;2;5;8;8833
2023-02-06 13:12:35;4;2;2;2;11;11;4;7;8834
2020-12-01 10:53:11;5;14;2;4;1;4;11;2;8835
2020-07-15 09:15:19;2;16;1;1;11;10;4;10;8836
2023-10-12 12:37:12;5;7;1;2;9;5;5;1;8837
2020-07-26 14:44:58;1;8;1;2;8;9;5;7;8838
2022-06-29 11:25:43;4;15;2;1;11;2;7;8;8839
2021-03-26 12:13:24;5;13;2;4;10;10;4;6;8840
2021-02-18 18:47:46;2;15;1;1;6;1;6;5;8841
2022-05-02 20:07:01;2;6;1;3;4;3;4;5;8842
2020-08-31 13:43:38;5;4;2;3;8;5;1;8;8843
2022-03-03 13:32:58;5;9;1;3;1;4;9;4;8844
2021-06-25 11:04:55;2;6;1;4;3;6;2;2;8845
2021-02-05 16:39:28;2;17;1;2;9;9;8;9;8846
2022-01-27 11:20:47;5;2;2;2;8;5;11;4;8847
2022-08-10 20:05:18;4;12;1;4;9;3;7;5;8848
2023-07-24 13:48:20;2;16;2;4;7;8;9;4;8849
2021-07-13 15:28:40;4;7;2;2;5;11;5;10;8850
2023-12-16 09:25:51;3;6;2;4;7;10;1;4;8851
2020-09-17 14:00:16;3;17;1;3;3;3;5;6;8852
2020-09-20 13:21:40;4;11;2;2;8;7;4;9;8853
2022-05-15 10:25:29;1;1;2;3;9;5;10;5;8854
2023-05-06 11:41:39;4;5;1;2;6;8;6;7;8855
2023-03-03 19:00:51;2;6;1;1;3;8;3;3;8856
2021-06-29 16:51:46;4;7;2;4;4;9;10;6;8857
2020-07-01 19:29:27;5;15;2;1;9;11;3;1;8858
2022-01-16 16:28:26;5;16;2;1;11;10;7;6;8859
2022-10-27 13:43:09;3;1;1;3;7;1;11;4;8860
2021-05-22 10:09:23;2;3;1;1;4;4;8;10;8861
2023-03-31 20:57:29;1;9;2;1;2;5;4;5;8862
2022-09-19 17:46:48;5;11;2;1;3;10;2;2;8863
2020-01-02 14:41:23;1;14;2;3;8;7;9;6;8864
2023-12-19 14:11:24;2;16;2;3;6;5;1;6;8865
2022-05-03 13:18:00;3;7;2;3;9;1;9;7;8866
2020-03-01 11:17:40;5;15;2;4;8;9;1;4;8867
2020-07-13 09:48:23;1;5;2;1;11;11;4;9;8868
2023-07-25 10:08:47;5;6;2;1;4;7;4;1;8869
2020-10-08 09:19:58;4;5;1;2;6;2;10;2;8870
2022-09-29 15:41:56;2;7;2;4;7;1;3;2;8871
2023-10-19 15:52:53;3;4;2;3;11;1;4;9;8872
2023-06-17 13:46:40;1;13;2;1;7;5;9;3;8873
2022-03-13 14:36:32;1;14;1;3;4;1;8;4;8874
2020-05-04 20:23:26;5;15;1;3;4;2;5;9;8875
2022-11-01 09:28:53;2;6;2;1;5;3;1;9;8876
2023-05-11 09:38:47;5;7;1;3;11;11;8;10;8877
2021-06-05 09:59:22;2;10;2;2;8;1;1;8;8878
2020-05-25 18:56:38;4;15;2;2;3;2;3;5;8879
2023-11-22 10:29:09;3;10;1;3;4;4;6;5;8880
2023-08-23 19:47:07;2;11;1;3;2;10;3;7;8881
2023-06-18 19:02:56;2;16;1;3;3;1;3;2;8882
2022-01-01 09:46:45;4;10;2;2;6;5;8;3;8883
2021-12-01 12:45:50;3;13;2;3;4;2;6;7;8884
2023-07-29 19:06:00;2;12;2;1;2;9;5;3;8885
2020-04-27 16:23:34;2;7;2;1;7;9;8;2;8886
2022-12-19 14:22:34;1;9;1;2;9;4;1;1;8887
2023-07-11 17:17:11;5;4;1;2;11;9;5;7;8888
2023-11-21 11:23:10;2;9;1;3;9;4;6;5;8889
2020-11-11 16:49:10;5;7;1;4;7;5;5;1;8890
2022-09-05 17:30:32;4;7;2;4;9;9;6;10;8891
2021-10-13 13:28:13;1;15;1;2;11;1;10;9;8892
2020-02-26 19:23:00;2;11;1;2;3;6;9;9;8893
2023-05-14 12:47:26;4;13;2;1;3;8;6;2;8894
2022-07-10 13:59:09;2;12;1;3;10;8;1;7;8895
2020-01-14 09:12:35;2;12;1;1;11;3;10;4;8896
2023-01-20 09:42:54;4;17;1;2;5;6;2;10;8897
2023-02-19 10:00:15;4;12;1;2;8;3;11;2;8898
2022-04-14 17:08:51;2;17;2;4;8;2;3;1;8899
2022-06-17 17:56:35;5;3;1;2;4;1;8;7;8900
2020-03-18 12:43:54;2;17;1;3;9;9;2;3;8901
2021-06-24 11:14:18;2;5;2;1;11;9;10;7;8902
2020-07-01 20:41:59;4;8;1;2;7;3;4;6;8903
2023-09-05 11:22:48;3;1;2;2;8;6;6;4;8904
2022-12-10 09:19:03;2;9;2;1;5;4;10;4;8905
2022-11-26 09:13:09;1;5;2;4;6;1;3;8;8906
2023-05-26 16:54:58;4;17;1;4;10;5;11;5;8907
2021-11-06 09:25:06;4;8;1;2;6;9;7;8;8908
2021-04-08 10:01:26;4;11;2;2;6;1;9;3;8909
2021-05-29 11:37:24;5;7;1;3;9;3;6;5;8910
2020-01-23 14:33:55;1;17;1;2;2;4;6;2;8911
2020-09-18 17:25:09;1;16;1;3;3;4;7;10;8912
2023-06-08 15:53:11;3;7;2;2;2;1;8;4;8913
2022-09-03 20:03:44;2;14;1;2;9;4;11;10;8914
2022-06-02 15:35:23;2;5;1;4;4;6;2;5;8915
2021-09-08 10:18:44;1;17;2;1;4;9;1;2;8916
2023-04-08 11:15:49;3;8;2;3;3;5;7;9;8917
2023-04-09 13:50:24;5;11;1;4;11;9;9;4;8918
2022-05-02 20:09:25;1;6;1;1;10;11;5;8;8919
2022-12-19 12:53:39;3;6;2;4;11;1;2;10;8920
2023-07-03 18:29:41;5;11;2;3;3;1;8;10;8921
2020-05-18 10:42:40;4;7;2;2;3;1;7;7;8922
2022-03-04 10:07:26;4;3;2;4;7;5;10;6;8923
2020-10-01 11:14:53;3;2;2;2;7;10;2;10;8924
2020-09-04 18:13:22;1;5;1;1;2;4;8;2;8925
2021-02-13 11:37:01;3;11;2;1;4;8;11;3;8926
2021-10-11 13:18:01;2;2;2;1;5;7;10;10;8927
2021-06-04 14:26:13;5;5;2;2;7;8;1;2;8928
2022-03-26 19:29:54;3;16;2;4;10;2;7;6;8929
2022-05-01 14:43:22;1;15;2;3;2;2;2;4;8930
2022-06-14 15:40:34;4;3;2;1;2;8;1;1;8931
2021-01-21 11:56:27;4;8;1;2;6;4;2;8;8932
2020-10-25 15:07:02;2;14;2;4;7;9;3;4;8933
2021-01-06 13:21:34;5;17;1;2;8;2;4;7;8934
2023-06-24 14:07:44;1;9;1;2;5;7;11;3;8935
2020-06-11 13:25:01;3;4;1;2;10;2;1;8;8936
2023-11-15 19:36:33;5;9;1;4;1;11;11;10;8937
2022-08-22 10:25:17;3;10;2;1;8;11;11;1;8938
2021-04-29 16:54:02;1;14;2;1;2;4;5;4;8939
2020-06-07 13:51:06;4;8;1;2;2;3;8;1;8940
2021-03-23 14:20:11;2;12;1;3;9;4;1;5;8941
2021-09-18 11:53:00;4;3;2;1;10;11;10;9;8942
2021-07-15 12:46:02;3;11;2;2;3;11;1;8;8943
2023-02-05 14:15:27;3;9;2;1;6;7;1;10;8944
2021-12-25 10:58:33;4;7;1;4;3;10;3;10;8945
2023-12-12 15:02:52;1;16;1;1;5;6;5;2;8946
2022-01-15 20:44:52;1;13;1;4;2;1;7;8;8947
2020-01-27 16:01:29;3;11;2;1;4;5;3;4;8948
2020-05-12 09:38:35;2;3;2;1;4;4;7;9;8949
2022-11-28 15:32:12;3;8;2;4;9;7;11;6;8950
2023-12-22 18:22:01;2;13;1;2;7;2;1;3;8951
2023-07-24 20:07:50;4;9;2;3;11;4;8;9;8952
2022-02-05 13:57:32;3;13;2;3;1;7;6;8;8953
2023-07-17 18:51:41;3;1;2;1;5;9;8;9;8954
2023-04-18 16:53:09;1;17;2;1;3;8;11;1;8955
2021-12-16 11:07:51;5;14;1;3;6;7;3;8;8956
2023-11-23 17:58:27;1;5;1;3;9;9;5;10;8957
2023-11-16 19:03:57;3;16;1;3;6;11;3;9;8958
2022-09-11 19:03:12;5;8;1;2;1;4;2;3;8959
2022-03-21 17:03:54;1;17;1;4;8;7;11;6;8960
2021-10-07 14:45:52;1;14;2;1;3;7;6;10;8961
2021-08-21 17:37:18;1;4;1;3;7;2;4;6;8962
2023-06-11 20:45:27;5;11;1;3;1;5;5;3;8963
2021-03-01 09:31:34;4;7;1;2;5;7;1;7;8964
2023-07-28 14:49:59;4;2;1;4;3;9;5;3;8965
2021-12-19 11:19:59;3;15;2;3;9;1;2;9;8966
2020-04-02 18:31:24;4;16;2;4;7;7;4;4;8967
2021-08-25 16:37:27;5;10;1;4;4;7;4;9;8968
2022-06-16 18:29:18;1;10;2;4;8;5;7;1;8969
2022-05-21 11:56:11;4;5;2;3;6;6;1;2;8970
2020-12-28 10:44:04;3;14;2;2;9;4;2;6;8971
2020-06-24 18:29:37;2;3;1;3;4;8;5;3;8972
2023-06-20 19:59:14;1;2;2;2;9;3;8;5;8973
2020-09-01 13:18:09;2;14;1;1;2;9;10;2;8974
2023-02-19 16:50:02;3;12;2;1;2;10;2;7;8975
2023-06-03 11:14:02;2;8;2;4;9;1;5;10;8976
2021-12-21 11:57:15;1;11;2;3;2;6;8;2;8977
2021-02-15 13:50:49;4;15;2;3;1;5;9;4;8978
2023-04-09 16:44:18;1;4;1;1;5;8;5;3;8979
2023-02-27 12:56:07;4;17;1;1;6;6;8;7;8980
2021-07-15 15:12:01;1;15;1;1;4;2;9;1;8981
2021-03-28 12:20:19;4;10;2;1;3;5;10;6;8982
2020-03-27 15:06:42;3;14;1;3;7;3;11;10;8983
2023-05-29 09:22:00;3;11;1;3;3;6;6;5;8984
2020-06-14 14:41:30;2;10;1;2;4;6;1;5;8985
2023-01-04 13:24:40;3;2;1;1;1;4;10;7;8986
2021-01-24 09:05:11;4;8;2;3;3;6;3;4;8987
2022-06-14 14:16:13;3;16;1;4;5;2;8;6;8988
2023-05-10 09:51:27;4;5;2;3;9;8;7;1;8989
2022-01-14 15:00:31;1;10;1;3;10;8;3;2;8990
2021-01-28 11:54:36;3;13;2;1;5;5;7;5;8991
2021-01-10 10:43:12;1;4;1;1;6;2;3;3;8992
2020-09-05 14:47:28;5;12;1;3;3;1;7;1;8993
2023-08-06 15:07:51;5;7;2;1;7;9;9;6;8994
2021-12-24 11:00:00;1;13;2;1;5;6;6;7;8995
2020-06-14 18:53:54;1;1;2;1;8;11;9;1;8996
2023-11-04 14:21:18;3;9;1;4;9;1;8;4;8997
2021-02-27 18:39:03;2;1;2;4;7;6;8;8;8998
2021-05-17 10:55:49;5;3;2;2;10;11;7;4;8999
2022-05-27 19:13:57;2;7;1;2;4;9;11;7;9000
2023-12-16 11:49:03;4;2;2;3;8;3;3;6;9001
2021-07-29 14:25:31;2;17;1;1;10;5;10;10;9002
2023-11-29 14:01:44;3;8;1;4;10;3;8;7;9003
2022-04-26 18:59:03;2;16;2;4;5;10;2;7;9004
2020-05-06 11:37:37;2;17;1;3;5;3;7;10;9005
2021-01-03 14:48:52;5;3;2;1;3;1;5;8;9006
2023-04-01 09:41:59;1;7;2;3;3;7;2;4;9007
2020-03-29 17:00:26;4;4;2;4;10;5;1;6;9008
2023-08-04 15:23:37;5;14;2;2;11;5;11;8;9009
2022-04-26 12:19:46;3;15;1;2;4;8;7;1;9010
2020-04-23 17:28:54;1;5;1;3;6;4;7;10;9011
2021-10-26 15:43:12;5;14;1;4;3;7;3;2;9012
2022-05-15 18:21:57;5;6;1;1;7;6;9;2;9013
2020-05-20 14:40:39;2;6;1;1;6;2;10;2;9014
2022-03-22 15:41:58;4;12;2;1;10;7;1;2;9015
2022-01-24 09:28:08;2;14;2;2;4;10;5;6;9016
2021-10-04 19:31:31;1;13;2;3;10;8;6;10;9017
2020-05-04 10:39:06;4;15;1;2;3;1;5;10;9018
2023-04-29 09:37:57;2;2;1;3;3;3;11;3;9019
2022-12-02 17:48:37;5;5;2;3;4;5;4;6;9020
2022-08-18 13:58:24;2;16;2;1;7;9;8;7;9021
2022-01-13 11:38:00;2;15;1;2;9;7;6;3;9022
2020-08-26 17:57:11;4;13;2;4;10;7;1;3;9023
2020-01-02 18:42:37;4;10;2;1;9;4;8;1;9024
2021-01-12 17:52:33;2;7;1;1;7;1;2;1;9025
2023-06-30 18:38:18;1;12;1;4;1;5;1;3;9026
2023-08-12 17:41:04;2;3;2;1;1;10;6;10;9027
2022-09-23 11:54:19;2;8;1;1;3;1;2;8;9028
2020-07-01 19:57:12;1;2;1;2;1;6;11;2;9029
2022-09-15 17:06:24;5;13;2;3;4;1;1;4;9030
2020-09-23 18:12:30;1;8;1;1;4;11;6;4;9031
2021-11-12 10:37:05;3;7;1;4;6;10;8;8;9032
2022-06-05 10:51:50;5;1;2;3;3;3;6;10;9033
2020-09-20 16:55:57;3;5;1;1;4;4;1;9;9034
2023-12-25 20:30:05;2;2;2;3;4;8;4;7;9035
2020-03-15 19:18:16;2;1;1;4;11;8;2;1;9036
2022-12-01 18:57:41;3;16;1;4;9;7;9;1;9037
2022-09-11 11:53:10;1;12;1;1;2;11;6;3;9038
2023-07-27 20:16:44;1;8;2;2;11;11;4;7;9039
2023-12-01 19:21:39;3;8;1;4;11;9;8;1;9040
2022-03-13 19:02:33;5;17;2;1;6;5;6;9;9041
2023-11-07 10:20:44;3;12;2;2;5;9;5;9;9042
2022-06-19 18:49:13;1;5;2;1;6;8;2;8;9043
2022-12-20 12:24:44;1;15;1;1;9;9;11;5;9044
2021-09-28 12:00:36;4;13;2;3;9;3;9;8;9045
2020-09-25 17:51:56;2;9;1;4;9;4;1;6;9046
2020-03-21 09:38:27;2;16;2;1;5;4;8;5;9047
2023-04-02 11:33:04;3;4;1;3;4;10;11;4;9048
2022-10-16 14:24:07;3;15;2;1;6;5;8;2;9049
2022-06-22 18:44:30;4;8;1;4;1;1;8;10;9050
2023-01-01 11:39:29;1;2;2;4;4;11;7;1;9051
2020-06-21 09:41:46;1;3;2;2;4;7;5;3;9052
2022-02-14 18:00:48;2;10;2;2;11;5;6;3;9053
2021-10-08 11:20:36;3;17;1;1;6;1;6;10;9054
2021-10-03 15:06:10;5;1;2;3;2;5;2;2;9055
2020-08-27 11:22:28;2;17;1;1;7;7;10;2;9056
2022-12-25 14:33:39;5;11;2;1;2;4;6;4;9057
2020-04-30 16:40:45;3;2;1;3;6;9;7;5;9058
2021-11-12 20:57:08;3;9;2;1;9;8;2;4;9059
2021-02-13 13:32:27;1;7;1;3;9;2;10;8;9060
2023-04-13 14:22:57;2;15;1;2;10;10;6;2;9061
2020-02-29 09:20:37;1;16;2;1;9;1;9;2;9062
2020-06-18 17:23:46;3;4;1;4;5;7;8;9;9063
2020-03-25 10:00:55;2;7;1;2;9;1;10;7;9064
2023-08-06 10:01:00;4;1;1;3;7;4;1;5;9065
2023-06-14 13:00:08;3;8;2;2;6;10;3;9;9066
2022-09-11 14:16:24;3;6;2;3;7;11;4;3;9067
2023-06-29 16:54:57;5;9;1;1;9;5;10;4;9068
2021-05-05 11:27:51;5;4;2;2;4;3;3;9;9069
2023-01-04 09:27:22;3;15;2;2;5;4;9;6;9070
2023-08-14 10:44:16;2;16;2;2;9;9;10;5;9071
2022-02-10 13:42:18;5;16;1;1;2;5;1;2;9072
2022-11-08 12:38:34;4;8;1;3;1;6;5;3;9073
2022-01-25 17:31:52;4;10;1;4;2;8;2;3;9074
2022-11-21 11:14:41;5;7;2;4;1;8;4;8;9075
2021-09-09 20:53:42;5;6;1;1;4;6;11;5;9076
2021-11-10 14:00:12;5;14;1;3;4;11;9;2;9077
2022-10-11 16:56:51;2;1;1;2;2;11;4;10;9078
2022-08-25 19:49:34;3;8;2;3;3;2;1;9;9079
2020-05-06 11:33:18;1;6;1;2;6;9;1;7;9080
2021-07-24 11:08:30;4;4;2;3;3;11;4;8;9081
2023-04-23 20:38:42;3;11;1;4;4;11;9;10;9082
2020-07-11 11:45:52;2;4;1;4;5;7;8;9;9083
2021-06-09 19:43:29;2;12;2;2;3;8;5;4;9084
2023-08-24 15:11:01;2;6;2;1;11;8;4;6;9085
2021-11-16 16:17:22;1;7;1;2;10;10;4;1;9086
2020-03-01 14:03:37;1;13;1;2;6;8;7;1;9087
2023-04-18 14:41:11;1;16;2;3;5;10;7;6;9088
2021-08-01 09:52:46;3;3;2;2;9;2;6;10;9089
2022-08-14 10:12:55;3;15;1;1;3;11;4;10;9090
2021-05-11 09:50:24;5;12;1;4;1;10;4;3;9091
2022-07-27 09:10:00;4;2;1;2;1;9;1;9;9092
